Y,K,L
23994.58734,6551097.275,3.154024227
44952.29099,19707751.78,25.06392245
376598.2275,62296955.99,42.0949857
35469.77162,9798323.599,2.935757274
33778.08421,5035015.477,18.41809258
96201.84466,20335713.22,7.294791362
2818031.576,553735336.5,49.9840077
868974.854,241546935.2,17.72138399
91827.0414,6000511.259,51.8830398
565817.4922,98098973.88,12.4025211
925035.7607,176189420.1,211.7226675
68225.8979,14648563.38,5.883216815
886804.2546,206339473.8,48.02511978
830078.2372,133196736.9,162.6150696
36107.87022,4482509.43,10.71275644
2618175.151,214175291.8,165.4630131
817697.4165,168097516.2,40.74633995
72104.5388,9027434.705,11.0088091
1106847.55,211519055.9,105.6124529
30976.04657,1478707.722,19.84383194
237310.3136,5445546.607,51.94339859
61634.56673,5713505.697,21.48911607
230929.5052,69022729.42,9.189125644
29568.33209,2616573.61,11.99402243
191618.6778,20537905.54,13.58059486
1746448.002,341233912.8,41.29285113
11484.81301,872958.9769,1.986163275
203627.1782,18763373.51,16.79904893
29343.59991,5264670.716,8.533724174
788962.8017,198158948.2,205.5864591
103391.491,20475027.92,3.685261257
154572.9548,63731913.47,15.44077255
2053514.456,232456398.8,163.2391114
781790.2424,103755115.8,58.46599706
107113.8735,14327217.4,80.37372464
82426.72867,8272245.978,49.88436059
148200.838,24712355.34,12.09727394
47987538.39,7724980560,954.5291728
1316464.657,283588580.3,38.25402493
266977.2739,17599403.26,215.0607953
1445540.866,337918428.3,82.50443825
105295.9442,22961799.98,17.3414704
25669.75888,4740334.965,24.27897584
78708.45597,22525785.18,12.95468423
2450729.515,589705080.9,103.0926631
3230182.951,649318492,67.2830387
1682738.759,376455218.7,31.28179283
15831.71382,1255841.757,20.577935
2145832.803,508966073,40.64863415
33266.79811,7654697.094,11.38217888
629057.2598,68258622.47,373.4997308
455835.1676,79136234.63,47.09893819
105022.9461,24401276.3,1.358177884
7987.274026,1691600.446,0.394979896
181262.0736,26957410.96,19.38281
8886179.526,1749368902,452.436287
52702.5465,13588793.02,1.124006332
183923.479,2235029.16,0.67689125
26901.60435,6457923.765,3.033119865
21110.24779,1812114.905,10.51267507
5833629.347,930368085.8,119.9008714
1901279.499,509642954.6,32.04959063
566067.0773,107741525.4,37.30058198
7029695.804,1523288882,5036.537205
132664.69,19962438.44,31.54935109
173436.2362,24215003.2,32.80889659
29414.33336,4896111.812,6.449096555
1122474.132,186949041.7,90.45646874
193862.3085,27298426.25,8.300413801
721918.7045,27729745.97,34.27120812
55917.07857,17077169.95,2.818999539
1092723.259,213893259.4,26.84999968
908517.6778,299414813.6,45.53075663
447138.3744,132994391.5,25.27931537
756221.1236,161859846.8,113.412996
5817544.62,1276564104,137.4083727
909428.5409,232934755.5,24.7327697
22796.9172,5066320.542,2.078672608
11626974.76,2354079578,238.5757938
93416.04766,27149935.26,3.191006489
10761547.95,1660392507,268.3237646
88907.73485,41019283.14,44.66286173
5662.311877,437985.0568,2.976405097
1686613.548,419034314.2,34.51180784
381861.7539,57388770.57,21.932788
17587.00525,7885220.855,2.467778268
702031.51,155285766.2,24.28274182
110586.6064,19146396.36,10.71204868
124081.8078,8073186.74,21.41005575
1136576.367,154601797.4,49.99992187
2403752.722,414031411,566.1783716
6973998.569,1195082255,2565.547571
475561.912,98876202.57,12.47000117
2244320.11,862294870.2,110.9740341
54349.22811,14004730.81,1.062284076
567392.7192,135541023,12.60865202
11140864.69,2410065379,228.7484125
137926.3774,38095287.83,9.936217737
105866.3073,31328066.23,4.322110361
22839558.37,6017524323,563.7804056
187601.7228,29293038.14,67.44904148
38692.66404,3547834.079,32.76387024
2035837.224,416599827.7,144.3099766
25842.81974,1139681.608,14.87420573
32674.16931,4475067.246,6.899895427
218539.2442,63209170.33,59.42410958
10557.9817,1848227.402,5.581861011
99833.08825,24179394.26,1.589945707
34594.33881,5508638.015,1.087379623
409226.9114,109451361.8,58.28822337
1502.24806,320728.073,0.444870971
6423544.25,1076636663,216.5187306
38088.85198,6618537.347,18.40538839
33713.42619,5012169.079,1.344505543
33386.80328,10550828.97,5.744355952
56818.32202,5083378.775,59.31414542
21468.79614,6511658.414,6.104965759
28678.48034,9656902.809,3.697652121
55239.05214,30516549.53,28.95390483
581988.326,108876122.1,49.85644132
41053.70424,13568239.98,3.230537578
41915.59452,7548202.55,20.35478983
86065.39828,21680369.3,8.770196466
3241463.608,643663515.9,54.00671798
1060021.35,297753959.8,19.39819691
102518.944,11307119.83,56.61504896
551155.5145,105847978.5,13.138376
1236268.427,236071042.5,240.0924508
103370.9345,18135467.92,6.71568915
966957.2658,225855266.9,55.84782546
1100516.371,208955377.3,189.2092759
61588.56858,7314231.559,11.95154524
3110951.141,403772405.3,173.3400786
1065235.851,219154127.2,43.42701334
119453.6094,18038499.76,12.65647366
1658445.035,404735144.3,104.6664584
40443.07792,2817887.747,23.00551089
276694.4962,10347640.44,61.33467547
65574.12745,7160669.372,24.48423307
346502.7763,109922297.4,11.16347228
34305.64676,3589939.09,12.93773902
201726.8229,29578610.21,15.66360448
1862860.188,378337435.3,43.27925636
13628.95012,2553120.949,2.268009883
272210.7532,37301557.62,19.76777892
35073.52826,10252966.46,10.0066293
1148623.525,300173259.8,235.9325275
137318.6164,35739906.57,4.317129603
203734.4921,91011894.04,18.6151424
2438078.127,298031221.3,179.1518244
1299926.611,192342299,66.28999999
125938.1235,20177995.73,90.84335341
67288.47397,7217665.062,55.73058183
194502.5743,35614636.95,12.4813374
57136665.76,9703440479,1087.838383
1432280.962,389949457.8,47.65352838
352650.6179,32710155.65,242.8768181
1792063.95,422295863.5,94.0230283
94637.90657,21777544.87,19.59951401
25363.94499,4935079.647,27.0056393
87671.08915,31524997.37,14.44591896
2237287.925,602120395.1,112.1671103
3805302.525,776638593.8,73.25849649
1833511.683,423786805.6,33.55788346
20262.07566,2075815.425,23.77111749
2191167.475,536665198.6,41.11954788
45242.11257,9812942.846,13.12823477
750905.0173,96699236.2,434.5383535
541205.7765,118388643,47.17899945
79144.42417,34736147.79,1.847856506
7462.53131,1960909.213,0.465129814
164761.8319,26993284.5,21.4531026
8746558.322,2050553574,522.8812697
51347.34376,15395739.63,1.249345137
146621.3181,4451474.639,0.833702641
40794.04368,9946850.58,3.715485991
22875.92537,2029062.506,12.12275249
6628993.304,1103627632,131.3933998
2049801.97,569151198.7,34.33172022
528108.4847,111223694.7,43.54226582
11659308.65,2284758113,5817.616588
166886.0288,20933785.13,37.47765968
255965.0539,39947589.41,36.73909206
47656.74271,9676052.934,7.511589164
1236721.725,241039950.2,113.3741066
189773.2576,29976531.73,9.880503092
1067982.546,43677146.9,39.47688729
71891.26568,21259407.63,3.03900657
1254759.863,234207447.9,27.53000039
1138726.388,434461335.4,54.4371235
459522.7263,155546092.9,27.72612196
1196607.752,252435345.7,144.5494569
6184367.161,1381202794,143.2780554
1041740.244,270340057.7,25.95885261
23412.70122,5930497.229,2.348074792
12511653.31,2590417893,244.3150648
98723.48697,34786817.41,3.65211601
11860137.5,1805352194,275.1821801
106253.7842,38007650.95,53.74894433
6723.188388,504109.4656,3.486332536
1699010.697,437705404.7,38.87789615
372292.01,62068000.08,24.34663859
10782.96034,8068518.501,2.628541601
890923.8384,233269262,27.23990565
129528.7239,20688523.89,13.13600556
117405.2796,11526866.16,21.90441194
1211579.571,189136253.2,48.08724318
3070145.122,721492690,632.935859
8921295.074,1514287349,2855.742233
504148.7003,119971673.9,13.30999998
3034234.778,953502270.1,135.8459657
60718.61679,16389042.04,1.219015143
647565.9765,152563682.8,13.91115145
12096050.7,2731248139,235.9198211
136774.0129,40037418.37,10.86947012
112241.0252,50310732.9,5.496949363
26555105.32,7354192268,594.8484128
201812.8267,32819449.69,81.72463597
44544.7641,3955950.17,35.81425794
2949625.553,658555425.3,155.9200116
38162.99098,1693856.195,16.48647741
31061.63299,5162846.468,7.926080552
280265.643,79298420.57,63.22028574
11548.85705,2516771.454,6.325724147
114729.0908,26137302.84,1.636861799
45489.49738,8538798.792,1.302968895
467706.0352,137885308.8,66.73392598
2714.691474,578345.8798,0.50630805
6908748.952,1323703263,207.9488155
43177.25,7990244.998,19.72213564
35798.79017,8097456.094,1.237455598
47540.92508,17136846.3,6.72431876
46687.23589,5389536.705,62.67537787
21559.57029,8230628.838,6.836860295
36546.8182,10442111.55,4.159243421
49630.13048,31599617.14,31.93528509
746477.2661,188607583.7,56.91278403
35305.21171,13987473.55,3.611185583
36179.46052,7713264.412,22.49382284
104720.7729,26686286.55,9.878954356
3404941.953,688274175.9,58.12151969
1242784.95,341989310.6,20.67710744
131870.379,17519710.35,62.88909714
633012.6262,122110621.6,14.21152895
1678071.858,318516944,282.4562076
124851.8114,20242447.75,7.947919231
926059.2309,243681787.3,67.99904767
1062816.192,256183286.4,215.7057548
67576.1352,10123813.5,13.94662778
3010956.699,505574597.2,171.5450487
1068352.573,254728356.5,44.61346352
132727.9349,26883942.86,15.08233843
1677670.543,552211409.2,105.3760899
45207.43622,4660340.29,26.4556379
246396.1024,13138066.67,72.0295796
76511.16706,8684370.722,28.40457412
478106.9167,179894094.4,13.11508816
37421.03653,4132158.456,14.31587215
187837.5817,29117789.01,16.71599026
2014890.354,403633258.1,44.3956642
17825.40764,3788772.556,2.68568099
317544.9922,56820925.62,24.91866151
30230.68737,10385851.35,11.82699295
1555023.081,416509896.7,281.1949292
115440.2778,46908514.43,4.712343917
246591.5502,120588568.2,21.55161734
3039333.546,353723310.6,188.2673558
1783465.266,278467853.6,76.51
131216.4187,21794070.6,105.4747959
73828.59576,8331793.732,64.40719877
155636.259,37385143.4,12.89178871
67733773.82,11642381716,1174.327449
1346727.455,391254211.7,57.6192656
493624.2646,49182355.35,280.3034192
1904924.652,507767357.2,112.7386385
88106.07199,18853835.51,24.18888026
27724.45046,5744109.576,32.72613697
91385.96388,38167341.04,16.58637577
2253793.033,586337804.5,121.5042652
4366507.786,933806463.8,84.57310604
2147536.763,489245509,35.28262742
24638.18174,2794910.879,27.19469257
2615312.634,620037499.8,41.79809675
50403.1364,10668635.99,17.21453488
901454.5102,120437742.2,501.8847783
583449.4604,157335003.2,42.87399237
93344.8241,35090797.11,2.229543758
11889.37889,2563901.674,0.55952437
184106.8846,26979355.51,25.08340873
9673356.13,2329070364,599.5598627
57360.24793,16664949.52,1.39415872
137064.9685,6951541.904,1.078535185
73390.24425,15014200.02,4.18627768
22871.38129,2369647.446,13.61183039
7681612.11,1389218907,143.7148637
2389820.244,672876455.5,39.0977685
740027.3397,128317181.8,49.77973923
16185298.84,3639760766,6581.790269
202039.1163,18297151.31,45.04941823
225421.8733,48849313,42.73065708
55232.77677,8859039.608,8.829064473
1522596.78,280510027.5,132.9834334
225981.6427,38205962.19,11.77835413
1073439.936,55976481.63,44.57803132
103376.2309,26026811.64,3.244830872
1352114.336,280678079.2,29.12008567
1244889.552,487525249.7,69.8938533
485525.8259,164148814.8,34.89455088
1500630.58,260033431,163.927306
7857008.436,1698520146,158.9021042
1217937.054,321560504,26.06225479
27404.68473,6299838.635,2.597046303
14799492.82,2993106621,252.6587544
102316.3102,35179534,4.060875635
14049914.69,2158333147,290.3820206
130076.9853,38341719.18,62.83613877
8032.624115,746435.4924,4.209039034
1805661.265,453758689.2,40.16097884
425858.5534,64898882.77,28.64374359
10789.38094,7508086.434,2.764768394
1286675.423,325243852.2,28.44340532
149171.0121,24079145.3,16.1300169
112953.2659,13771891.99,23.01952583
1234266.454,213681247.5,45.62466218
4261849.043,1051786555,767.6569955
11799917.6,2002746269,3175.714966
610456.5674,132302662.9,13.33876928
3431564.725,1031582930,162.6826213
71289.57773,18594861.65,1.282592185
806025.1352,172682580.1,15.87492678
14158119.73,3210907833,245.1754562
173760.3458,44763725.8,11.04789192
124055.9748,61589377.73,7.129730835
33657091.68,9460858028,638.019892
277394.8004,37156770.65,98.28273177
68762.91986,4908546.116,41.72938679
4904282.118,1154481624,185.3899913
46519.55744,2809290.849,19.05713487
10990.49875,4493269.257,7.821986175
329325.5715,88454065.39,73.79290745
15605.54284,3579556.646,7.146137722
165882.9905,33392368.26,1.894904662
72956.74023,13139635.7,1.516506085
580879.2842,164438287.3,78.32795119
4456.941828,1018889.261,0.579085311
7462468.646,1424359005,243.3340806
55681.3488,10884270.53,21.36713787
48176.97205,10952615.71,1.294525288
69757.28447,21316588.74,7.760464003
51375.52657,6413365.106,57.72307262
24439.46554,7963246.753,7.648306285
53214.41652,14395929.08,4.539557807
54087.32618,31177240.53,39.52958511
1061481.973,246053445,67.84197022
48661.57775,14521466.39,4.600272182
39669.48617,9473126.743,25.70162624
80317.75183,27004551.98,12.2667191
4019420.782,787609657.3,68.72234309
1371193.196,384384696.8,21.42507849
164085.2541,24722505.24,70.50624737
668540.4421,135349623.5,17.10086614
2213471.489,413170879.2,319.4256509
134509.7387,19672379.26,9.184158911
864581.3297,248439534,82.62128912
1345680.938,279513953.5,249.654877
69521.75623,11790190.96,16.30975762
2923048.294,613013131.2,174.4646397
1477879.888,317552418.6,49.72902449
160998.988,34303967.71,16.71023269
1579313.798,632426386.1,106.2635781
53997.51577,6076092.183,30.15824266
306303.6976,14343096.65,73.59340479
90010.8739,10947395.84,33.2363789
700463.4361,233906566.7,15.55535409
44206.49461,4691597.266,16.23213768
205027.3876,30974267.93,19.56674698
2286471.263,467586288.9,45.90316891
27247.08708,4744185.629,3.348719459
319851.6335,60023794.13,31.83436362
39114.11883,10864347.67,14.0697733
2459081.831,632697705,321.2243823
115624.9214,42835690.06,4.689904121
275428.8005,123382050,24.4726631
3898466.788,496800920.9,207.9880852
2763523.977,420227956.2,84.22999998
167259.8977,31321304.29,123.6883716
96542.12054,11068483.89,77.79808638
188097.2576,36014259.72,13.08519941
79132475.78,13996932501,1277.402321
1509311.541,378085382.3,68.01420978
633678.331,68675068.86,319.0955818
2073666.142,515854236.3,127.3284279
96269.69686,16649851.76,30.29396374
37259.77334,6640141.558,40.56228304
86537.33093,32333016.43,13.18517858
3025716.657,658796466.1,145.3494277
5182071.154,1069675886,90.08967131
2375539.268,569557736.5,39.03210214
21731.31462,3120853.729,29.77848139
2811955.956,721919841.1,43.25943212
61774.35477,12172693.7,22.1266244
1060940.304,157953901.4,535.8379537
530385.5236,128208947.2,36.67248715
113541.6453,39167454.94,2.652802269
16422.20686,3410899.576,0.741175865
224934.0729,28979431.65,27.96554062
11099365.08,2570906805,717.3740685
55697.5878,15902430.86,1.493647208
142229.1825,12786633.91,1.281961428
82504.28744,22925510.01,4.828409338
23225.79929,2615673.547,15.6768982
8445960.324,1573312697,149.5489975
2402505.968,744297860.3,41.56895833
1145875.652,183863046.3,55.55705831
28598999.4,6152259841,7046.426699
214049.8484,19317370.99,53.40904592
209550.972,47743346.62,49.20067796
57839.91695,9303810.11,10.45564049
1919082.504,374389884,157.8262049
281802.9167,48139408.34,13.97280476
794335.7695,45202469.85,48.2814952
131786.4571,31524345.24,3.969618349
1521226.604,311881796.7,27.97593505
1268796.153,489366893.9,89.57759052
575474.015,178374123.7,42.0673228
2005767.466,276297773.5,170.818979
8437627.595,1999693561,165.3577411
1152413.917,315916735.7,25.08356021
30535.68424,7570603.73,2.926667327
15609800.87,3294070097,258.7132326
120598.935,35915364.79,4.65289566
15206776.67,2404052689,281.0233682
149422.4873,41794607.62,74.4338565
8945.158789,1220898.502,5.126990697
1919033.121,471150940.7,41.73912024
506951.3722,78263276.22,29.4627233
16470.41059,9019484.405,3.05373948
1687235.749,466857999.4,30.91339236
164136.8158,34553745.01,19.820861
115792.0384,13306472.51,25.92558499
1118241.099,217142817.2,40.81867199
6208946.679,1544302857,870.0001018
14421241.41,2615281346,3522.560174
750874.7928,148046287.2,14.63821323
4385780.205,1171377772,188.8841303
72200.79124,19429524.16,1.490707529
1128372.19,250095475.2,20.30630061
15199629.54,3611950201,230.9243463
198661.8829,55694892.89,11.78699462
166011.9674,76659784.91,11.26175771
36011260.01,11497888739,665.3862132
306126.8811,39150911.63,119.7124946
95981.35042,7355867.608,48.64062035
7127770.523,2023533356,208.5058504
63623.03606,4249703.844,21.89782882
3082.051049,3288347.318,7.321847522
426725.9165,102141701.6,73.61023723
18269.02323,6083809.002,7.712910746
203819.8865,42225748.21,2.189454899
100559.2562,22913163.18,1.773307701
594561.9527,187791130.2,87.45647354
6157.524431,1628210.095,0.743055466
8004201.937,1662370429,349.7321455
63303.99419,13411460.82,23.45404562
62667.90755,14742598.91,1.398354183
45568.13545,19789469.14,9.296743237
56654.68869,7886874.429,74.60693855
28747.68636,6840074.095,8.983260789
66788.94575,18877727.99,4.827949365
54422.63035,31657280.46,43.33973413
1766930.488,440902763.9,80.69360719
53755.65341,15162197.79,5.260751439
43845.17851,9171455.95,30.2830683
81446.86139,25878597.23,14.42531925
4494642.068,889303569.6,74.10025456
1660534.697,398806183.3,21.86061253
210730.0937,35707967.79,81.4211117
778395.8874,149211927.4,18.03640578
2753662.579,528899849.7,368.6552732
167845.4242,27421028.81,10.87262049
1149885.689,275954046.6,99.43084332
1505415.054,323449524.1,290.4714394
99318.32815,13187046.08,18.3609202
3417040.427,613403229.3,173.5137845
1606423.403,395061978,48.56439294
174740.1315,43007487.32,20.8321558
1389791.109,570856160.5,121.2687915
35518.8945,5854332.451,23.36058088
394231.7601,15633118.77,88.48946177
97745.8073,13076468.43,34.79965302
1111456.986,331968358.6,17.70501325
33950.07421,4573575.577,15.04629423
278225.4416,38210584.53,21.11632995
2353614.705,487693293.9,44.16315258
30997.24688,6207109.59,3.858466659
468290.6711,69758184.69,41.55645282
37192.73438,9621912.503,16.01538019
3626842.789,1118363069,327.8070092
127345.2607,39168414.92,5.199048427
330252.5441,135261574.9,28.42237831
26971.70846,3013256.014,32.46371378
